Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);Cidade
2024-01-01;0;956;23.7;21.5;20.1;80.3;2.7;Afonso Claudio
2024-01-02;2.4;954.7;28;22.6;19.8;86.4;1.1;Afonso Claudio
2024-01-03;39.4;954.8;24.8;22.4;21;90.6;1.5;Afonso Claudio
2024-01-04;9.4;953.1;25.5;22.8;21.5;92;1.2;Afonso Claudio
2024-01-05;21;951.6;28;23.1;21.6;90.5;1.2;Afonso Claudio
2024-01-06;12;953.8;30.4;23.3;20.8;86.8;1.1;Afonso Claudio
2024-01-07;13.6;955;30.9;24.6;20.6;78.8;1.8;Afonso Claudio
2024-01-08;0;955.5;29.8;24.8;21.6;77.3;1.8;Afonso Claudio
2024-01-09;0;956;28.2;23.5;21.6;83.4;1.2;Afonso Claudio
2024-01-10;2.4;956;30.1;24.6;21.4;80.4;1.7;Afonso Claudio
2024-01-11;0;955.9;30;25;20.3;66.4;1.9;Afonso Claudio
2024-01-12;0;954.1;30.8;24.9;19.8;69;2.1;Afonso Claudio
2024-01-13;0.4;955.1;31.1;25.5;21.9;68.3;1.8;Afonso Claudio
2024-01-14;0;957.1;30.3;25.9;22.3;66;2.1;Afonso Claudio
2024-01-15;0;957.7;32.8;26.1;20.8;65.5;2.3;Afonso Claudio
2024-01-16;0;957.7;31.9;26.2;22.3;67;2.5;Afonso Claudio
2024-01-17;0;957.4;32.2;26.1;21;62.8;2.1;Afonso Claudio
2024-01-18;0;956.3;32.7;25.8;19.3;60.6;1.7;Afonso Claudio
2024-01-19;0;955.1;31.6;25.9;19.4;66.1;1.7;Afonso Claudio
2024-01-20;0;952;34.4;26.9;21.5;69.3;2.2;Afonso Claudio
2024-01-21;27.8;952.7;30.1;24.1;20.5;82.8;1.9;Afonso Claudio
2024-01-22;14.6;954;31.7;23.8;20.2;84.7;1.8;Afonso Claudio
2024-01-23;64.2;953.8;29.8;24.5;20.7;76;2.4;Afonso Claudio
2024-01-24;12.8;951.3;28.1;23.4;20.4;83.3;1.6;Afonso Claudio
2024-01-25;40.8;950;30.4;24.3;21;83.1;1.7;Afonso Claudio
2024-01-26;34.8;951.6;31.9;24;20.9;83.9;1.4;Afonso Claudio
2024-01-27;12.4;953.9;30.4;23.7;21.9;87;1.5;Afonso Claudio
2024-01-28;15.2;955.7;27;23.5;21.2;88.6;1.2;Afonso Claudio
2024-01-29;1.6;955.6;31.2;25;21.9;81.8;1.8;Afonso Claudio
2024-01-30;2;954.7;32.3;25.9;22.5;76.8;1.8;Afonso Claudio
2024-01-31;33.8;955.8;30.4;24.1;20.1;79.6;1.6;Afonso Claudio
2024-02-01;16.4;957.3;31.7;25.2;21.1;77.3;2.4;Afonso Claudio
2024-02-02;0;958.9;30.5;24.2;20;75.2;1.8;Afonso Claudio
2024-02-03;7.4;959.4;29.4;23.6;21.2;86;1.5;Afonso Claudio
2024-02-04;7.4;958.5;30.4;24.1;19.2;75.2;1.7;Afonso Claudio
2024-02-05;0;957.6;30.1;24.6;20.4;75.2;1.4;Afonso Claudio
2024-02-06;0;958.2;31.2;23.8;21.8;82.2;1.5;Afonso Claudio
2024-02-07;21.6;956.7;31.1;23;19.3;84.1;1.6;Afonso Claudio
2024-02-08;14.6;956.1;29.1;23.1;21.3;86.7;1.4;Afonso Claudio
2024-02-09;1.4;957.5;30.5;23.3;18.7;77.2;2;Afonso Claudio
2024-02-10;0.2;959.2;29.3;22.9;17.3;75.3;1.6;Afonso Claudio
2024-02-11;5.8;961.1;29.7;23.3;18.8;78.6;2.1;Afonso Claudio
2024-02-12;0.2;960.8;30.9;24.4;18.8;75.9;1.5;Afonso Claudio
2024-02-13;0.2;959.5;31.4;25.2;20;72.3;1.6;Afonso Claudio
2024-02-14;0;957.5;30.6;24.5;19.1;78;1.5;Afonso Claudio
2024-02-15;0;956.5;27.8;23.1;21;84.7;1.5;Afonso Claudio
2024-02-16;44.2;955.2;28.9;22.6;19.7;87.5;1.3;Afonso Claudio
2024-02-17;5.4;953.7;32;24.6;21.3;82.2;1.6;Afonso Claudio
2024-02-18;1;952.7;29.2;24;21.4;84;1.5;Afonso Claudio
2024-02-19;0;951.5;30.6;24.4;20.5;81.1;1.9;Afonso Claudio
2024-02-20;37.6;951.3;26.2;22.6;21.3;91.6;1.6;Afonso Claudio
2024-02-21;36.4;952.5;25.4;22.8;21.5;90.2;2.2;Afonso Claudio
2024-02-22;11;955.2;27.4;23.1;21.5;88.3;2.3;Afonso Claudio
2024-02-23;17.8;958;29.9;24.3;22.1;85.9;1.6;Afonso Claudio
2024-02-24;2.2;959.8;31.7;25.6;22;76.9;1.4;Afonso Claudio
2024-02-25;0;959.4;31.6;25.4;21.3;78.2;1.5;Afonso Claudio
2024-02-26;0.2;958;31.3;24.6;17.9;71.5;1.5;Afonso Claudio
2024-02-27;0;955.9;31.7;24.4;16.9;65;1.6;Afonso Claudio
2024-02-28;0;955;32.4;25;19.2;74;1.7;Afonso Claudio
2024-02-29;4.4;954.7;31;24.8;22.1;85.6;1.3;Afonso Claudio
2024-03-01;0.2;953.4;33.4;25.9;22.3;80.5;1.6;Afonso Claudio
2024-03-02;27.2;954.3;29.5;23.4;18.6;82.2;1.9;Afonso Claudio
2024-03-03;0;955.8;30.5;23.6;17.8;69.8;1.8;Afonso Claudio
2024-03-04;0;956.2;29.6;24.2;20;78.5;1.3;Afonso Claudio
2024-03-05;0;956.3;31.1;24.4;21.5;82.5;1.5;Afonso Claudio
2024-03-06;1.4;956.2;32.6;25.6;22.1;79.9;2.1;Afonso Claudio
2024-03-07;2;958.5;31.6;25.4;21.9;76.6;1.5;Afonso Claudio
2024-03-08;0;958.1;30;24.9;22.5;80.3;1.7;Afonso Claudio
2024-03-09;0.2;956.6;31.5;25.3;21.2;72.3;1.7;Afonso Claudio
2024-03-10;0;954.8;31.5;25.5;20.8;75.4;1.5;Afonso Claudio
2024-03-11;8.2;955.5;32.4;25.6;22.2;81.3;1.5;Afonso Claudio
2024-03-12;0;958;30;24.9;22.3;74.1;2.1;Afonso Claudio
2024-03-13;0.2;957.8;30.9;24.7;20.5;77.5;1.6;Afonso Claudio
2024-03-14;;957;31.9;25.9;21.6;75;1.7;Afonso Claudio
2024-03-15;0;955.1;32.1;26;21.7;75.1;1.6;Afonso Claudio
2024-03-16;0;953.9;31.8;25.9;22.1;77;1.6;Afonso Claudio
2024-03-17;0;954.2;33.3;26.5;20.7;75.5;1.7;Afonso Claudio
2024-03-18;0;953.8;35.4;26.7;22;76.8;1.5;Afonso Claudio
2024-03-19;5;953.8;32;26;22.2;79.7;1.3;Afonso Claudio
2024-03-20;1.6;953.5;31.4;25.7;21.6;72.7;1.7;Afonso Claudio
2024-03-21;0;954;32.1;26;21.5;73.7;1.9;Afonso Claudio
2024-03-22;0;954.5;32.4;25.5;21.3;79.4;1.7;Afonso Claudio
2024-03-23;5;956.7;27.8;23.9;22;83.8;1.9;Afonso Claudio
2024-03-24;0;956.6;28.2;23.4;21;83.6;1.2;Afonso Claudio
2024-03-25;1.4;955.3;30.1;24.4;21.1;79.3;1.2;Afonso Claudio
2024-03-26;0;956.2;31.2;24.5;20.6;77.9;1.8;Afonso Claudio
2024-03-27;1;957.8;31.5;23.9;21.5;84.2;1.6;Afonso Claudio
2024-03-28;16.2;959.4;30.4;23.9;20.1;80.7;1.3;Afonso Claudio
2024-03-29;0;959;31.4;25;20;76.4;1.5;Afonso Claudio
2024-03-30;0;956.1;31.1;25.4;21.6;78.8;1.8;Afonso Claudio
2024-03-31;76.2;954.8;30.1;23.8;20.3;85.2;1.8;Afonso Claudio
2024-04-01;2.2;955.3;30;24.2;18.2;71;2.2;Afonso Claudio
2024-04-02;0;954.9;29.3;24.3;20.4;79.9;1.8;Afonso Claudio
2024-04-03;0;955.1;30.9;24.7;21.2;82.2;1.1;Afonso Claudio
2024-04-04;0;956.5;31.4;25.2;20.2;74.1;1.3;Afonso Claudio
2024-04-05;0;956.5;31.7;24.7;20;79.2;1.4;Afonso Claudio
2024-04-06;0;956.5;31;24.3;18.7;72.5;1.8;Afonso Claudio
2024-04-07;0;958.5;29.1;23.1;16.5;68.1;2.2;Afonso Claudio
2024-04-08;0;958;29.3;22.7;16.3;75.5;1.6;Afonso Claudio
2024-04-09;0;956.8;30.1;23.5;18.3;77.6;1.2;Afonso Claudio
2024-04-10;0;955;31.5;24.4;20;77.7;1.7;Afonso Claudio
2024-04-11;2.6;956.1;31.5;24.3;20.7;81.8;1.4;Afonso Claudio
2024-04-12;0;957.9;29.8;23.5;19.1;78.3;1.9;Afonso Claudio
2024-04-13;0.2;958.5;30.3;23.4;19.1;72.4;2.2;Afonso Claudio
2024-04-14;0;958;28;21.7;16.5;83.2;1.2;Afonso Claudio
2024-04-15;2.6;958.7;29.5;23.1;18.2;78.2;1.4;Afonso Claudio
2024-04-16;0.4;959.9;26.5;22.5;20.1;83.5;1.2;Afonso Claudio
2024-04-17;1.2;957.7;27.6;21.5;17;82.4;1.1;Afonso Claudio
2024-04-18;0;956;29.3;21.9;18.6;87.2;1.5;Afonso Claudio
2024-04-19;36.8;958.6;25.4;20.5;17.7;80.2;2.7;Afonso Claudio
2024-04-20;0;960.2;29;22.5;18.2;70.7;2.5;Afonso Claudio
2024-04-21;0;959.5;28.2;22;16;72.1;1.7;Afonso Claudio
2024-04-22;0;958;28.3;22;17.3;81.3;1.2;Afonso Claudio
2024-04-23;0;957.3;30.5;23.2;17.2;79.4;1.4;Afonso Claudio
2024-04-24;0;956.8;30.4;23.9;19.3;81;1.4;Afonso Claudio
2024-04-25;0;956.9;31.4;24.9;19.7;75.2;1.4;Afonso Claudio
2024-04-26;0;958.2;30.7;23.4;19.1;76.4;2.3;Afonso Claudio
2024-04-27;2.2;958.1;27.1;22.5;19.4;76.7;1.8;Afonso Claudio
2024-04-28;0;956.7;29.5;22.3;16.3;80.2;1.2;Afonso Claudio
2024-04-29;0;957;33.1;24.5;18.1;69.8;1.1;Afonso Claudio
2024-04-30;0;958;30;23;16.4;75.5;1.3;Afonso Claudio
2024-05-01;0;957.2;29.7;22.8;17.5;80.4;1.4;Afonso Claudio
2024-05-02;0.2;955.6;29.3;22.9;18.3;80;1.3;Afonso Claudio
2024-05-03;0;955.9;31;22.9;16;77.8;1.1;Afonso Claudio
2024-05-04;0;958.7;30.4;23.5;18.7;76.5;1.3;Afonso Claudio
2024-05-05;0;960.6;30.1;22.2;16.1;79;1.5;Afonso Claudio
2024-05-06;0.2;959.4;27.8;22.8;19.3;77;1.6;Afonso Claudio
2024-05-07;0;959.1;27;21.1;15.3;82.1;1.1;Afonso Claudio
2024-05-08;0.2;959;29;22.6;17.6;82.6;1.1;Afonso Claudio
2024-05-09;0;959.2;29.9;23.8;19.1;77.9;1.4;Afonso Claudio
2024-05-10;0;957.6;30;24.3;20.2;78.8;1.5;Afonso Claudio
2024-05-11;0;956.8;30.2;24.7;20.9;76;1.5;Afonso Claudio
2024-05-12;0;955.5;31.7;24.5;19.1;74.9;1.1;Afonso Claudio
2024-05-13;0;955.1;32.4;24.6;18.9;73.5;1.5;Afonso Claudio
2024-05-14;0;955.1;33;24.2;17.2;68.1;1.3;Afonso Claudio
2024-05-15;0;957.2;29.6;23.5;18.6;75.6;1.5;Afonso Claudio
2024-05-16;0;958.9;28.9;23.2;19.7;78.6;1.5;Afonso Claudio
2024-05-17;0;959.8;30.4;23.1;18.2;77;1.3;Afonso Claudio
2024-05-18;0;959.2;30.4;23.2;18.3;72.4;1.5;Afonso Claudio
2024-05-19;0;959.2;30.2;22.1;16.1;73.4;1.2;Afonso Claudio
2024-05-20;0.2;959.5;28.4;22;16.7;75.3;1;Afonso Claudio
2024-05-21;0;961.2;29.2;21.6;15.3;74;1.5;Afonso Claudio
2024-05-22;0;962.1;26.6;21;17.3;81.2;1.2;Afonso Claudio
2024-05-23;0.2;960.5;28.4;21.3;15.9;76.5;1.5;Afonso Claudio
2024-05-24;0;958.5;27.8;21.1;16.5;78.2;1.4;Afonso Claudio
2024-05-25;0;958.2;29.1;21;14.9;78.9;1.8;Afonso Claudio
2024-05-26;2.4;960.7;26;21.7;19.1;77.1;2.1;Afonso Claudio
2024-05-27;0.2;960.7;27.9;22;18.6;78.9;1.4;Afonso Claudio
2024-05-28;0;959.6;27.9;21.4;17.9;82;1.1;Afonso Claudio
2024-05-29;0;958.8;29.1;22.1;16.5;78.4;1.4;Afonso Claudio
2024-05-30;4;960.7;22.8;19;17.7;87.5;2.1;Afonso Claudio
2024-05-31;1.4;962.9;25.6;19.4;15.3;70.5;2.8;Afonso Claudio
2024-01-01;0;985.3;36;27.8;23;;2.5;Arapiraca
2024-01-02;0;984.7;36.6;27.7;22;;2.4;Arapiraca
2024-01-03;0;985.3;36.3;28.4;24;;3.2;Arapiraca
2024-01-04;0;985;37;28.4;23.3;;3.3;Arapiraca
2024-01-05;0;983.9;37.7;29.1;23;;3;Arapiraca
2024-01-06;0;984.3;37.5;28.4;23.4;;4.1;Arapiraca
2024-01-07;0;984.9;37.4;27.9;21.5;;3.3;Arapiraca
2024-01-08;0;985.5;37.8;27.7;21.3;;2.4;Arapiraca
2024-01-09;0;985.7;35.1;27.8;23.7;;2.4;Arapiraca
2024-01-10;0.2;985.4;31.1;26;23.9;;2.5;Arapiraca
2024-01-11;0.6;986.1;27;24.1;22.9;;1.6;Arapiraca
2024-01-12;3.4;985.1;33.9;26;20.7;;1.8;Arapiraca
2024-01-13;9.2;986.2;34.5;26.4;21.7;;1.9;Arapiraca
2024-01-14;0;987.8;35.4;27.6;22.3;;2.7;Arapiraca
2024-01-15;0;988.2;35.3;27.8;23.2;;3;Arapiraca
2024-01-16;0;987.9;35.2;27.5;23.3;;2.8;Arapiraca
2024-01-17;0.2;987.6;32.4;25.8;22.3;;1.8;Arapiraca
2024-01-18;0.4;986.7;35.7;27.5;22.3;;2.7;Arapiraca
2024-01-19;0;986.2;36;28.1;23.7;;3.2;Arapiraca
2024-01-20;0;985;35.9;27.5;23.5;;2.8;Arapiraca
2024-01-21;4.4;985;37.1;29;24.3;;2.4;Arapiraca
2024-01-22;0.2;985.1;37.4;29;24.3;;2.6;Arapiraca
2024-01-23;0;984.3;37.6;29.5;24.1;;2.6;Arapiraca
2024-01-24;0;983.8;37.3;29.3;24.3;;2.1;Arapiraca
2024-01-25;0;984;35.3;27.8;24.7;;1.7;Arapiraca
2024-01-26;1.6;984.7;35.2;27.6;24.3;;2.4;Arapiraca
2024-01-27;0.6;986.2;35.9;28.5;23.8;;3;Arapiraca
2024-01-28;0.4;987.6;35;27.4;22.8;;3.1;Arapiraca
2024-01-29;0;988;35.3;28;24.3;;3.1;Arapiraca
2024-01-30;0;987.2;35.6;27.7;22.7;;2.5;Arapiraca
2024-01-31;0.2;986.9;35.9;27.2;21.5;;2.3;Arapiraca
2024-02-01;0.2;986.9;31.6;25.7;23;;1.6;Arapiraca
2024-02-02;1.8;986.8;33.1;26.5;22.6;;2.9;Arapiraca
2024-02-03;0.2;987.5;35;27.4;23;;2.1;Arapiraca
2024-02-04;0.6;987.1;34.8;27.3;23.4;;2.2;Arapiraca
2024-02-05;0.6;986.7;35.1;27.5;23.3;;2.4;Arapiraca
2024-02-06;0;987.6;36.3;27.8;22.6;;1.9;Arapiraca
2024-02-07;0;986.5;36.5;28.3;23.8;;2.7;Arapiraca
2024-02-08;0;985.7;37;28.6;24.1;;3.2;Arapiraca
2024-02-09;0;986.2;36.6;28.4;24.3;;3.7;Arapiraca
2024-02-10;0;987.4;34.8;27.8;24.2;;3;Arapiraca
2024-02-11;0;988.2;28.9;25.1;20.7;;2;Arapiraca
2024-02-12;0.4;987.8;30;25.5;23.4;;1.4;Arapiraca
2024-02-13;1;987.2;33.6;26.9;23.7;;1.9;Arapiraca
2024-02-14;1.2;987.9;32.9;26.9;23.6;;1.3;Arapiraca
2024-02-15;0.2;987.5;35.5;27.9;23.8;;1.7;Arapiraca
2024-02-16;0;987.1;35.5;27.8;24;;2.9;Arapiraca
2024-02-17;0.2;985.7;35.5;28.1;22.9;;2.6;Arapiraca
2024-02-18;0;985.8;29.5;26.2;25.2;;1.6;Arapiraca
2024-02-19;0;984.3;34.1;27.6;24.1;;2.3;Arapiraca
2024-02-20;0;983.3;34.2;28;24.5;;2.2;Arapiraca
2024-02-21;0.2;984.4;34.2;27.7;24.4;;2.6;Arapiraca
2024-02-22;0;985.4;36.1;27.8;23.1;;2.3;Arapiraca
2024-02-23;0;986.9;35.1;28;24.6;;2.4;Arapiraca
2024-02-24;0;988.1;32.4;26.4;23.5;;1.6;Arapiraca
2024-02-25;0;987.1;33.4;26.8;23.1;;1.7;Arapiraca
2024-02-26;0;985.8;34.6;27.2;23.2;;1.3;Arapiraca
2024-02-27;0;985.1;32.6;26.1;24.1;;1.1;Arapiraca
2024-02-28;0;986;32.9;26.3;23.5;;0.9;Arapiraca
2024-02-29;0;985.9;34.4;27.6;23.5;;1.3;Arapiraca
2024-03-01;0;984.7;36.5;28.7;24;;1.5;Arapiraca
2024-03-02;0;984.1;36.9;28.1;24.9;;1.8;Arapiraca
2024-03-03;0;984.4;36.6;28.3;23.9;;2;Arapiraca
2024-03-04;0;985.3;36.1;28.4;23.6;;2.6;Arapiraca
2024-03-05;0;986.5;35.4;27.6;23.9;;2;Arapiraca
2024-03-06;0;986.5;35.2;28.1;23.6;;2.4;Arapiraca
2024-03-07;0;987.3;34.9;27.6;23.4;;2.4;Arapiraca
2024-03-08;0;986.7;34.5;27.6;23.6;;1.9;Arapiraca
2024-03-09;0;985.6;35.6;27.7;23.8;;1.1;Arapiraca
2024-03-10;0;985.7;36.3;28.3;24.1;;1.8;Arapiraca
2024-03-11;0;986.5;36.7;27.9;22.3;;1.9;Arapiraca
2024-03-12;0;987;37;29.1;24.2;;2.3;Arapiraca
2024-03-13;0;986.8;36.9;29;24.8;;2;Arapiraca
2024-03-14;0;986.2;33.5;27.4;24.3;;1.9;Arapiraca
2024-03-15;0.4;985.3;35.7;28.1;23.3;;2.2;Arapiraca
2024-03-16;0;984.5;36.3;28.1;23.2;;2.1;Arapiraca
2024-03-17;0;985.4;33.3;26.9;24.3;;1.9;Arapiraca
2024-03-18;0.4;984.7;34.8;28;24.4;;1.9;Arapiraca
2024-03-19;0;983.9;36;28.3;24.1;;2.3;Arapiraca
2024-03-20;0;983.9;35.9;27.8;23.3;;2.3;Arapiraca
2024-03-21;0.2;985;36.3;28.1;23.1;;2.7;Arapiraca
2024-03-22;0;985.3;36.2;28;23.5;;2.5;Arapiraca
2024-03-23;0;985.2;36.1;28;22.6;;2.1;Arapiraca
2024-03-24;0;985.1;36.1;27.3;22.8;;1.8;Arapiraca
2024-03-25;0;984.1;33;26.6;23;;2.1;Arapiraca
2024-03-26;0;985.1;34.9;28;24;;1.7;Arapiraca
2024-03-27;0;986.1;33.3;27.2;24.4;;1.8;Arapiraca
2024-03-28;0;986.7;34.6;27.2;23.8;;1.9;Arapiraca
2024-03-29;0;986.8;33.7;27.6;24.7;;2.1;Arapiraca
2024-03-30;0;985.6;28.2;25.1;23.9;;0.6;Arapiraca
2024-03-31;0.2;984.9;35.5;26.5;23;;1.4;Arapiraca
2024-04-01;0;984.4;35.2;27.5;23.1;;1.7;Arapiraca
2024-04-02;0;984.7;35.9;28;24.4;;1.2;Arapiraca
2024-04-03;0;984.7;35.2;28.2;23.5;;1.6;Arapiraca
2024-04-04;0;985.7;33.1;26.2;24.1;;1.3;Arapiraca
2024-04-05;0;985.5;34.3;27.1;22.7;;1.4;Arapiraca
2024-04-06;0;984.9;35.7;27.9;23.4;;1.2;Arapiraca
2024-04-07;0;985.4;36.3;28.1;23.4;;1.6;Arapiraca
2024-04-08;0;985.3;34.9;27.8;23.2;;1.6;Arapiraca
2024-04-09;0;985.3;35.6;27.4;22.8;;1.8;Arapiraca
2024-04-10;0;984.2;35.4;27.6;22.4;;1.5;Arapiraca
2024-04-11;0;984.9;34.4;27.5;23.5;;1.5;Arapiraca
2024-04-12;0;985.5;34.9;27.9;24.9;;1.5;Arapiraca
2024-04-13;0;985.3;34.9;27.6;23.3;;1.5;Arapiraca
2024-04-14;0;984.6;35;27.3;23.5;;1.4;Arapiraca
2024-04-15;0;985.3;33.3;26.4;23.3;;1.7;Arapiraca
2024-04-16;0;985.9;32.2;26.1;23.7;;1.5;Arapiraca
2024-04-17;0;984.8;33.3;27;23.5;;1.1;Arapiraca
2024-04-18;0;984.3;29.7;25.5;24.4;;1.1;Arapiraca
2024-04-19;0;986;29.1;25.1;22.9;;0.9;Arapiraca
2024-04-20;0;986.9;32;26.8;23.7;;0.8;Arapiraca
2024-04-21;0;985.5;33.3;26.2;23.2;;0.8;Arapiraca
2024-04-22;0.2;985.2;31.9;26;23.9;;0.8;Arapiraca
2024-04-23;0;985.9;32.9;26.6;23.7;;0.9;Arapiraca
2024-04-24;0;985.8;33.5;26.5;23.5;;1.1;Arapiraca
2024-04-25;0.6;985.7;30.7;26.2;23.5;;0.9;Arapiraca
2024-04-26;0.8;985;31.9;26.5;22.3;;1.6;Arapiraca
2024-04-27;7.2;984.9;30.6;25.5;23.1;;1.4;Arapiraca
2024-04-28;8;985.2;30.5;25.2;22.1;;0.8;Arapiraca
2024-04-29;6.4;986;32.1;26.4;22.9;;1.3;Arapiraca
2024-04-30;5.4;986.4;32.8;26.3;22.6;;1.3;Arapiraca
2024-05-01;;985.8;33.2;26.9;23;;1.1;Arapiraca
2024-05-02;;984.6;30;25.9;24.1;;0.9;Arapiraca
2024-05-03;;984.7;32.3;26.3;23;;1.3;Arapiraca
2024-05-04;;986.2;31.6;25.9;22.2;;1.6;Arapiraca
2024-05-05;;986.3;32;26.3;22.5;;1.8;Arapiraca
2024-05-06;;985.1;30.4;25.4;22.1;;1.2;Arapiraca
2024-05-07;;985.3;26.6;23.8;22.2;;1.5;Arapiraca
2024-05-08;;985.6;31;25.6;22;;1.5;Arapiraca
2024-05-09;;986.2;29.2;25;23.4;;2;Arapiraca
2024-05-10;;985.4;31.1;25.3;20.1;;0.7;Arapiraca
2024-05-11;;985.7;28.5;25.6;23.7;;0.6;Arapiraca
2024-05-12;;986;32.1;26.2;22.7;;1;Arapiraca
2024-05-13;;986.5;31.9;26.4;23;;0.9;Arapiraca
2024-05-14;;986;33.2;26.9;23.1;;1;Arapiraca
2024-05-15;;986.2;32.5;26.2;22.2;;1;Arapiraca
2024-05-16;;987.2;31.7;25.5;21.5;;1.2;Arapiraca
2024-05-17;;988;32;25.4;21;;0.9;Arapiraca
2024-05-18;;987.7;28.3;24.4;22.9;;0.7;Arapiraca
2024-05-19;;988;26.6;24;23;;1;Arapiraca
2024-05-20;;988.2;30.1;25.2;21.9;;0.7;Arapiraca
2024-05-21;;988.6;29.3;25.1;22.7;;1.7;Arapiraca
2024-05-22;;989.2;31.3;25.4;21.4;;1.4;Arapiraca
2024-05-23;;988.7;29;24.4;22.2;;1.2;Arapiraca
2024-05-24;;988;27.6;23.5;20.2;;0.8;Arapiraca
2024-05-25;;987.9;28.7;24.1;22.1;;1.4;Arapiraca
2024-05-26;;988.9;31.3;24.4;19.7;;0.8;Arapiraca
2024-05-27;;988.9;28.4;23.5;19.5;;0.8;Arapiraca
2024-05-28;;989.1;27.3;23.6;22.3;;1.1;Arapiraca
2024-05-29;;989;29.7;24.1;22.1;;0.7;Arapiraca
2024-05-30;;989.3;26.1;23.3;22.4;;0.9;Arapiraca
2024-05-31;;990.1;26.3;22.8;21.3;;0.8;Arapiraca
2024-01-01;0.8;986.6;33.3;26.3;23.3;86.9;0.8;Cruzeiro do Sul
2024-01-02;1;985.4;33.4;27.2;23.5;83.3;0.7;Cruzeiro do Sul
2024-01-03;0.2;985.1;32.7;27;24.5;86;0.8;Cruzeiro do Sul
2024-01-04;5;986.5;30.1;26.1;24.3;89.8;0.6;Cruzeiro do Sul
2024-01-05;10.2;986.7;32.8;25.7;22.4;86.2;1;Cruzeiro do Sul
2024-01-06;0;986.7;33.1;26.8;22.4;79.6;1;Cruzeiro do Sul
2024-01-07;0;985.9;33.9;27;23.9;79.6;0.7;Cruzeiro do Sul
2024-01-08;2.6;985.3;32.1;26.7;23.5;83.3;1.2;Cruzeiro do Sul
2024-01-09;0.4;986.5;30.8;26.1;24.2;85.6;1.2;Cruzeiro do Sul
2024-01-10;0.4;986.7;27.4;25.1;23.7;90.8;0.7;Cruzeiro do Sul
2024-01-11;3;987.2;30.3;25.4;22.7;87.4;0.6;Cruzeiro do Sul
2024-01-12;0;986.7;29.2;25.6;23.3;86.5;0.9;Cruzeiro do Sul
2024-01-13;0;986;33.8;26.3;22.5;82.4;0.9;Cruzeiro do Sul
2024-01-14;0;986.9;33.4;25.5;22.7;89.3;0.8;Cruzeiro do Sul
2024-01-15;15.6;986.9;32.9;26;23.5;88.3;0.8;Cruzeiro do Sul
2024-01-16;29;986.8;32.3;26.2;23.7;87.8;0.8;Cruzeiro do Sul
2024-01-17;43.6;987.6;28.9;24.7;23.7;93.8;0.7;Cruzeiro do Sul
2024-01-18;22.4;988.7;29.7;25;22.9;92.1;0.8;Cruzeiro do Sul
2024-01-19;2.8;987.7;32.6;26.4;23.2;85.5;0.6;Cruzeiro do Sul
2024-01-20;0;986.9;32.9;26.8;23.8;87.1;0.7;Cruzeiro do Sul
2024-01-21;10.6;988.3;30;25.6;24.2;91.9;0.7;Cruzeiro do Sul
2024-01-22;3.6;988.5;32.8;26.4;23.3;86.5;0.7;Cruzeiro do Sul
2024-01-23;47.8;988.8;30.8;25.5;22.6;88.7;0.9;Cruzeiro do Sul
2024-01-24;0.2;987.1;31.9;27.1;23.5;84.3;0.7;Cruzeiro do Sul
2024-01-25;0.4;985.8;33.2;27.7;24;82.7;0.7;Cruzeiro do Sul
2024-01-26;0.2;986.6;32.1;27.1;23.6;83.3;0.5;Cruzeiro do Sul
2024-01-27;0;987;32;26.8;24.4;84.8;0.9;Cruzeiro do Sul
2024-01-28;68.2;987.3;33.1;26.5;23.6;87.1;0.7;Cruzeiro do Sul
2024-01-29;0.2;987.6;32.2;26.8;24.2;88.8;0.8;Cruzeiro do Sul
2024-01-30;0;986.5;32.6;27.1;24.5;86.7;0.8;Cruzeiro do Sul
2024-01-31;76.2;988.2;28.3;24.3;23.7;96.1;1;Cruzeiro do Sul
2024-02-01;34;988.2;32.5;26;22.6;84.3;0.9;Cruzeiro do Sul
2024-02-02;0;986.8;33.6;27.7;23.8;81.4;0.9;Cruzeiro do Sul
2024-02-03;0;986.4;30.4;26.1;24.3;89.3;0.8;Cruzeiro do Sul
2024-02-04;8.4;985.8;32.5;26.3;23.6;89;0.8;Cruzeiro do Sul
2024-02-05;10.2;986.5;31.5;25.9;23;88.7;1;Cruzeiro do Sul
2024-02-06;4.2;986.9;31.7;26.1;23.3;89;0.8;Cruzeiro do Sul
2024-02-07;33.4;988.5;32.1;26.2;22.9;85.8;0.8;Cruzeiro do Sul
2024-02-08;0.2;987.2;32.8;26.1;23.7;88;0.7;Cruzeiro do Sul
2024-02-09;4.2;986;35.8;27;24.4;87;0.9;Cruzeiro do Sul
2024-02-10;38.6;986.4;33.1;26;23.6;90.5;0.8;Cruzeiro do Sul
2024-02-11;23;986.2;30.3;25.6;23.6;91.8;1;Cruzeiro do Sul
2024-02-12;4.2;986.9;30.9;25.8;23.8;90.8;0.5;Cruzeiro do Sul
